keyword,category,prefecture_name,prefecture_number,prefecture_name_english,prefecture_name_kana,prefecture_capital,prefecture_capital_english,prefecture_url
長野県埴科郡,prefecture_city,長野県,20,nagano,ながのけん,長野市,nagano-shi,http://www.pref.nagano.lg.jp/
大阪府堺市,prefecture_city,大阪府,27,osaka,おおさかふ,大阪市,osaka-shi,http://www.pref.osaka.jp/
福島県東白川郡,prefecture_city,福島県,7,fukushima,ふくしまけん,福島市,fukushima-shi,http://www.pref.fukushima.jp/
宮崎県北諸県郡,prefecture_city,宮崎県,45,miyazaki,みやざきけん,宮崎市,miyazaki-shi,http://www.pref.miyazaki.lg.jp/
秋田県山本郡,prefecture_city,秋田県,5,akita,あきたけん,秋田市,akita-shi,http://www.pref.akita.lg.jp/
福島県田村郡,prefecture_city,福島県,7,fukushima,ふくしまけん,福島市,fukushima-shi,http://www.pref.fukushima.jp/
山形県東田川郡,prefecture_city,山形県,6,yamagata,やまがたけん,山形市,yamagata-shi,http://www.pref.yamagata.jp/
東京都三宅島,prefecture_city,東京都,13,tokyo,とうきょうと,新宿区,shinjuku-shi,http://www.metro.tokyo.jp/
奈良県磯城郡,prefecture_city,奈良県,29,nara,ならけん,奈良市,nara-shi,http://www.pref.nara.jp/
鹿児島県鹿児島郡,prefecture_city,鹿児島県,46,kagoshima,かごしまけん,鹿児島市,kagoshima-shi,http://www.pref.kagoshima.jp/
香川県木田郡,prefecture_city,香川県,37,kagawa,かがわけん,高松市,takamatsu-shi,http://www.pref.kagawa.jp/
長野県下高井郡,prefecture_city,長野県,20,nagano,ながのけん,長野市,nagano-shi,http://www.pref.nagano.lg.jp/
長野県東筑摩郡,prefecture_city,長野県,20,nagano,ながのけん,長野市,nagano-shi,http://www.pref.nagano.lg.jp/
宮城県亘理郡,prefecture_city,宮城県,4,miyagi,みやぎけん,仙台市,sendai-shi,http://www.pref.miyagi.jp/
山梨県南都留郡,prefecture_city,山梨県,19,yamanashi,やまなしけん,甲府市,kofu-shi,http://www.pref.yamanashi.jp/
奈良県山辺郡,prefecture_city,奈良県,29,nara,ならけん,奈良市,nara-shi,http://www.pref.nara.jp/
山形県東村山郡,prefecture_city,山形県,6,yamagata,やまがたけん,山形市,yamagata-shi,http://www.pref.yamagata.jp/
山梨県西八代郡,prefecture_city,山梨県,19,yamanashi,やまなしけん,甲府市,kofu-shi,http://www.pref.yamanashi.jp/
兵庫県神崎郡,prefecture_city,兵庫県,28,hyogo,ひょうごけん,神戸市,kobe-shi,http://web.pref.hyogo.jp/
石川県羽咋郡,prefecture_city,石川県,17,ishikawa,いしかわけん,金沢市,kanazawa-shi,http://www.pref.ishikawa.jp/
北海道枝幸郡,prefecture_city,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
岩手県紫波郡,prefecture_city,岩手県,3,iwate,いわてけん,盛岡市,morioka-shi,http://www.pref.iwate.jp/
長崎県西彼杵郡,prefecture_city,長崎県,42,nagasaki,ながさきけん,長崎市,nagasaki-shi,http://www.pref.nagasaki.jp/
北海道茅部郡,prefecture_city,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
宮城県刈田郡,prefecture_city,宮城県,4,miyagi,みやぎけん,仙台市,sendai-shi,http://www.pref.miyagi.jp/
宮城県宮城郡,prefecture_city,宮城県,4,miyagi,みやぎけん,仙台市,sendai-shi,http://www.pref.miyagi.jp/
北海道亀田郡,prefecture_city,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
宮城県柴田郡,prefecture_city,宮城県,4,miyagi,みやぎけん,仙台市,sendai-shi,http://www.pref.miyagi.jp/
北海道斜里郡,prefecture_city,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
福井県三方上中郡,prefecture_city,福井県,18,fukui,ふくいけん,福井市,fukui-shi,http://www.pref.fukui.jp/
鳥取県八頭郡,prefecture_city,鳥取県,31,tottori,とっとりけん,鳥取市,tottori-shi,http://www.pref.tottori.lg.jp/
山口県大島郡,prefecture_city,山口県,35,yamaguchi,やまぐちけん,山口市,yamaguchi-shi,http://www.pref.yamaguchi.jp/
富山県中新川郡,prefecture_city,富山県,16,toyama,とやまけん,富山市,toyama-shi,http://www.pref.toyama.jp/
岩手県気仙郡,prefecture_city,岩手県,3,iwate,いわてけん,盛岡市,morioka-shi,http://www.pref.iwate.jp/
新潟県三島郡,prefecture_city,新潟県,15,niiigata,にいがたけん,新潟市,niigata-shi,http://www.pref.niigata.lg.jp/
宮崎県東臼杵郡,prefecture_city,宮崎県,45,miyazaki,みやざきけん,宮崎市,miyazaki-shi,http://www.pref.miyazaki.lg.jp/
宮城県牡鹿郡,prefecture_city,宮城県,4,miyagi,みやぎけん,仙台市,sendai-shi,http://www.pref.miyagi.jp/
徳島県勝浦郡,prefecture_city,徳島県,36,tokushima,とくしまけん,徳島市,tokushima-shi,http://www.pref.tokushima.jp/
岡山県勝田郡,prefecture_city,岡山県,33,okayama,おかやまけん,岡山市,okayama-shi,http://www.pref.okayama.jp/
山形県西置賜郡,prefecture_city,山形県,6,yamagata,やまがたけん,山形市,yamagata-shi,http://www.pref.yamagata.jp/
秋田県鹿角郡,prefecture_city,秋田県,5,akita,あきたけん,秋田市,akita-shi,http://www.pref.akita.lg.jp/
静岡県駿東郡,prefecture_city,静岡県,22,shizuoka,しずおかけん,静岡市,shizuoka-shi,http://www.pref.shizuoka.jp/
山梨県北都留郡,prefecture_city,山梨県,19,yamanashi,やまなしけん,甲府市,kofu-shi,http://www.pref.yamanashi.jp/
長野県上水内郡,prefecture_city,長野県,20,nagano,ながのけん,長野市,nagano-shi,http://www.pref.nagano.lg.jp/
長野県北安曇郡,prefecture_city,長野県,20,nagano,ながのけん,長野市,nagano-shi,http://www.pref.nagano.lg.jp/
香川県小豆郡,prefecture_city,香川県,37,kagawa,かがわけん,高松市,takamatsu-shi,http://www.pref.kagawa.jp/
北海道留萌郡,prefecture_city,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
山梨県中巨摩郡,prefecture_city,山梨県,19,yamanashi,やまなしけん,甲府市,kofu-shi,http://www.pref.yamanashi.jp/
愛媛県伊予郡,prefecture_city,愛媛県,38,ehime,えひめけん,松山市,matsuyama-shi,http://www.pref.ehime.jp/
北海道松前郡,prefecture_city,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
埼玉県北葛飾郡,prefecture_city,埼玉県,11,saitama,さいたまけん,さいたま市,saitama-shi,http://www.pref.saitama.lg.jp/
徳島県板野郡,prefecture_city,徳島県,36,tokushima,とくしまけん,徳島市,tokushima-shi,http://www.pref.tokushima.jp/
山口県熊毛郡,prefecture_city,山口県,35,yamaguchi,やまぐちけん,山口市,yamaguchi-shi,http://www.pref.yamaguchi.jp/
兵庫県赤穂郡,prefecture_city,兵庫県,28,hyogo,ひょうごけん,神戸市,kobe-shi,http://web.pref.hyogo.jp/
北海道空知郡,prefecture_city,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
栃木県河内郡,prefecture_city,栃木県,9,tochigi,とちぎけん,宇都宮市,utsunomiya-shi,http://www.pref.tochigi.lg.jp
秋田県北秋田郡,prefecture_city,秋田県,5,akita,あきたけん,秋田市,akita-shi,http://www.pref.akita.lg.jp/
愛媛県越智郡,prefecture_city,愛媛県,38,ehime,えひめけん,松山市,matsuyama-shi,http://www.pref.ehime.jp/
群馬県多野郡,prefecture_city,群馬県,10,gunma,ぐんまけん,前橋市,maebashi-shi,http://www.pref.gunma.jp/
埼玉県児玉郡,prefecture_city,埼玉県,11,saitama,さいたまけん,さいたま市,saitama-shi,http://www.pref.saitama.lg.jp/
福岡県福岡市,prefecture_city,福岡県,40,fukuoka,ふくおかけん,福岡市,fukuoka-shi,http://www.pref.fukuoka.lg.jp/
北海道日高郡,prefecture_city,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
北海道新冠郡,prefecture_city,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
北海道石狩郡,prefecture_city,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
岡山県真庭郡,prefecture_city,岡山県,33,okayama,おかやまけん,岡山市,okayama-shi,http://www.pref.okayama.jp/
長崎県南松浦郡,prefecture_city,長崎県,42,nagasaki,ながさきけん,長崎市,nagasaki-shi,http://www.pref.nagasaki.jp/
福島県相馬郡,prefecture_city,福島県,7,fukushima,ふくしまけん,福島市,fukushima-shi,http://www.pref.fukushima.jp/
静岡県周智郡,prefecture_city,静岡県,22,shizuoka,しずおかけん,静岡市,shizuoka-shi,http://www.pref.shizuoka.jp/
青森県西津軽郡,prefecture_city,青森県,2,aomori,あおもりけん,青森市,aomori-shi,http://www.pref.aomori.lg.jp/
神奈川県足柄下郡,prefecture_city,神奈川県,14,kanagawa,かながわけん,横浜市,yokohama-shi,http://www.pref.kanagawa.jp/
北海道古宇郡,prefecture_city,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
千葉県香取郡,prefecture_city,千葉県,12,chiba,ちばけん,千葉市,chiba-shi,http://www.pref.chiba.lg.jp/
徳島県名西郡,prefecture_city,徳島県,36,tokushima,とくしまけん,徳島市,tokushima-shi,http://www.pref.tokushima.jp/
広島県神石郡,prefecture_city,広島県,34,hiroshima,ひろしまけん,広島市,hiroshima-shi,http://www.pref.hiroshima.lg.jp/
山梨県南巨摩郡,prefecture_city,山梨県,19,yamanashi,やまなしけん,甲府市,kofu-shi,http://www.pref.yamanashi.jp/
北海道余市郡,prefecture_city,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
栃木県下都賀郡,prefecture_city,栃木県,9,tochigi,とちぎけん,宇都宮市,utsunomiya-shi,http://www.pref.tochigi.lg.jp
兵庫県神戸市,prefecture_city,兵庫県,28,hyogo,ひょうごけん,神戸市,kobe-shi,http://web.pref.hyogo.jp/
広島県世羅郡,prefecture_city,広島県,34,hiroshima,ひろしまけん,広島市,hiroshima-shi,http://www.pref.hiroshima.lg.jp/
新潟県北蒲原郡,prefecture_city,新潟県,15,niiigata,にいがたけん,新潟市,niigata-shi,http://www.pref.niigata.lg.jp/
岡山県英田郡,prefecture_city,岡山県,33,okayama,おかやまけん,岡山市,okayama-shi,http://www.pref.okayama.jp/
福島県耶麻郡,prefecture_city,福島県,7,fukushima,ふくしまけん,福島市,fukushima-shi,http://www.pref.fukushima.jp/
福島県西白河郡,prefecture_city,福島県,7,fukushima,ふくしまけん,福島市,fukushima-shi,http://www.pref.fukushima.jp/
熊本県熊本市,prefecture_city,熊本県,43,kumamoto,くまもとけん,熊本市,kumamoto-shi,http://www.pref.kumamoto.jp/
静岡県浜松市,prefecture_city,静岡県,22,shizuoka,しずおかけん,静岡市,shizuoka-shi,http://www.pref.shizuoka.jp/
青森県中津軽郡,prefecture_city,青森県,2,aomori,あおもりけん,青森市,aomori-shi,http://www.pref.aomori.lg.jp/
岩手県和賀郡,prefecture_city,岩手県,3,iwate,いわてけん,盛岡市,morioka-shi,http://www.pref.iwate.jp/
長野県小県郡,prefecture_city,長野県,20,nagano,ながのけん,長野市,nagano-shi,http://www.pref.nagano.lg.jp/
北海道積丹郡,prefecture_city,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
愛知県北設楽郡,prefecture_city,愛知県,23,aichi,あいちけん,名古屋市,nagoya-shi,http://www.pref.aichi.jp/
群馬県邑楽郡,prefecture_city,群馬県,10,gunma,ぐんまけん,前橋市,maebashi-shi,http://www.pref.gunma.jp/
長崎県東彼杵郡,prefecture_city,長崎県,42,nagasaki,ながさきけん,長崎市,nagasaki-shi,http://www.pref.nagasaki.jp/
石川県能美郡,prefecture_city,石川県,17,ishikawa,いしかわけん,金沢市,kanazawa-shi,http://www.pref.ishikawa.jp/
島根県邑智郡,prefecture_city,島根県,32,shimane,しまねけん,松江市,matsue-shi,http://www.pref.shimane.lg.jp/
北海道有珠郡,prefecture_city,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
岡山県都窪郡,prefecture_city,岡山県,33,okayama,おかやまけん,岡山市,okayama-shi,http://www.pref.okayama.jp/
北海道増毛郡,prefecture_city,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
北海道足寄郡,prefecture_city,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
兵庫県多可郡,prefecture_city,兵庫県,28,hyogo,ひょうごけん,神戸市,kobe-shi,http://web.pref.hyogo.jp/
三重県多気郡,prefecture_city,三重県,24,mie,みえけん,津市,tsu-shi,http://www.pref.mie.jp/
沖縄県宮古郡,prefecture_city,沖縄県,47,okinawa,おきなわけん,那覇市,naha-shi,http://www.pref.okinawa.jp/
兵庫県揖保郡,prefecture_city,兵庫県,28,hyogo,ひょうごけん,神戸市,kobe-shi,http://web.pref.hyogo.jp/
佐賀県藤津郡,prefecture_city,佐賀県,41,saga,さがけん,佐賀市,saga-shi,http://www.pref.saga.lg.jp/
神奈川県中郡,prefecture_city,神奈川県,14,kanagawa,かながわけん,横浜市,yokohama-shi,http://www.pref.kanagawa.jp/
宮城県黒川郡,prefecture_city,宮城県,4,miyagi,みやぎけん,仙台市,sendai-shi,http://www.pref.miyagi.jp/
福島県安達郡,prefecture_city,福島県,7,fukushima,ふくしまけん,福島市,fukushima-shi,http://www.pref.fukushima.jp/
北海道網走郡,prefecture_city,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
愛知県丹羽郡,prefecture_city,愛知県,23,aichi,あいちけん,名古屋市,nagoya-shi,http://www.pref.aichi.jp/
広島県豊田郡,prefecture_city,広島県,34,hiroshima,ひろしまけん,広島市,hiroshima-shi,http://www.pref.hiroshima.lg.jp/
鹿児島県曽於郡,prefecture_city,鹿児島県,46,kagoshima,かごしまけん,鹿児島市,kagoshima-shi,http://www.pref.kagoshima.jp/
京都府乙訓郡,prefecture_city,京都府,26,kyoto,きょうとふ,京都市,kyoto-shi,http://www.pref.kyoto.jp/
鳥取県西伯郡,prefecture_city,鳥取県,31,tottori,とっとりけん,鳥取市,tottori-shi,http://www.pref.tottori.lg.jp/
茨城県久慈郡,prefecture_city,茨城県,8,ibaraki,いばらきけん,水戸市,mito-shi,http://www.pref.ibaraki.jp/
山形県北村山郡,prefecture_city,山形県,6,yamagata,やまがたけん,山形市,yamagata-shi,http://www.pref.yamagata.jp/
高知県土佐郡,prefecture_city,高知県,39,kochi,こうちけん,高知市,kochi-shi,http://www.pref.kochi.lg.jp/
岩手県上閉伊郡,prefecture_city,岩手県,3,iwate,いわてけん,盛岡市,morioka-shi,http://www.pref.iwate.jp/
福岡県三井郡,prefecture_city,福岡県,40,fukuoka,ふくおかけん,福岡市,fukuoka-shi,http://www.pref.fukuoka.lg.jp/
高知県長岡郡,prefecture_city,高知県,39,kochi,こうちけん,高知市,kochi-shi,http://www.pref.kochi.lg.jp/
福岡県三潴郡,prefecture_city,福岡県,40,fukuoka,ふくおかけん,福岡市,fukuoka-shi,http://www.pref.fukuoka.lg.jp/
岐阜県揖斐郡,prefecture_city,岐阜県,21,gifu,ぎふけん,岐阜市,gifu-shi,http://www.pref.gifu.lg.jp/
青森県南津軽郡,prefecture_city,青森県,2,aomori,あおもりけん,青森市,aomori-shi,http://www.pref.aomori.lg.jp/
北海道上磯郡,prefecture_city,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
福井県今立郡,prefecture_city,福井県,18,fukui,ふくいけん,福井市,fukui-shi,http://www.pref.fukui.jp/
沖縄県八重山郡,prefecture_city,沖縄県,47,okinawa,おきなわけん,那覇市,naha-shi,http://www.pref.okinawa.jp/
福岡県朝倉郡,prefecture_city,福岡県,40,fukuoka,ふくおかけん,福岡市,fukuoka-shi,http://www.pref.fukuoka.lg.jp/
神奈川県相模原市,prefecture_city,神奈川県,14,kanagawa,かながわけん,横浜市,yokohama-shi,http://www.pref.kanagawa.jp/
岡山県岡山市,prefecture_city,岡山県,33,okayama,おかやまけん,岡山市,okayama-shi,http://www.pref.okayama.jp/
石川県鹿島郡,prefecture_city,石川県,17,ishikawa,いしかわけん,金沢市,kanazawa-shi,http://www.pref.ishikawa.jp/
青森県北津軽郡,prefecture_city,青森県,2,aomori,あおもりけん,青森市,aomori-shi,http://www.pref.aomori.lg.jp/
北海道標津郡,prefecture_city,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
大阪府泉北郡,prefecture_city,大阪府,27,osaka,おおさかふ,大阪市,osaka-shi,http://www.pref.osaka.jp/
兵庫県川辺郡,prefecture_city,兵庫県,28,hyogo,ひょうごけん,神戸市,kobe-shi,http://web.pref.hyogo.jp/
富山県下新川郡,prefecture_city,富山県,16,toyama,とやまけん,富山市,toyama-shi,http://www.pref.toyama.jp/
鹿児島県出水郡,prefecture_city,鹿児島県,46,kagoshima,かごしまけん,鹿児島市,kagoshima-shi,http://www.pref.kagoshima.jp/
北海道山越郡,prefecture_city,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
香川県香川郡,prefecture_city,香川県,37,kagawa,かがわけん,高松市,takamatsu-shi,http://www.pref.kagawa.jp/
新潟県中魚沼郡,prefecture_city,新潟県,15,niiigata,にいがたけん,新潟市,niigata-shi,http://www.pref.niigata.lg.jp/
石川県河北郡,prefecture_city,石川県,17,ishikawa,いしかわけん,金沢市,kanazawa-shi,http://www.pref.ishikawa.jp/
北海道阿寒郡,prefecture_city,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
北海道川上郡,prefecture_city,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
新潟県南蒲原郡,prefecture_city,新潟県,15,niiigata,にいがたけん,新潟市,niigata-shi,http://www.pref.niigata.lg.jp/
北海道島牧郡,prefecture_city,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
大阪府三島郡,prefecture_city,大阪府,27,osaka,おおさかふ,大阪市,osaka-shi,http://www.pref.osaka.jp/
徳島県三好郡,prefecture_city,徳島県,36,tokushima,とくしまけん,徳島市,tokushima-shi,http://www.pref.tokushima.jp/
三重県員弁郡,prefecture_city,三重県,24,mie,みえけん,津市,tsu-shi,http://www.pref.mie.jp/
茨城県那珂郡,prefecture_city,茨城県,8,ibaraki,いばらきけん,水戸市,mito-shi,http://www.pref.ibaraki.jp/
愛知県愛知郡,prefecture_city,愛知県,23,aichi,あいちけん,名古屋市,nagoya-shi,http://www.pref.aichi.jp/
新潟県南魚沼郡,prefecture_city,新潟県,15,niiigata,にいがたけん,新潟市,niigata-shi,http://www.pref.niigata.lg.jp/
栃木県那須郡,prefecture_city,栃木県,9,tochigi,とちぎけん,宇都宮市,utsunomiya-shi,http://www.pref.tochigi.lg.jp
福岡県筑紫郡,prefecture_city,福岡県,40,fukuoka,ふくおかけん,福岡市,fukuoka-shi,http://www.pref.fukuoka.lg.jp/
徳島県那賀郡,prefecture_city,徳島県,36,tokushima,とくしまけん,徳島市,tokushima-shi,http://www.pref.tokushima.jp/
愛媛県喜多郡,prefecture_city,愛媛県,38,ehime,えひめけん,松山市,matsuyama-shi,http://www.pref.ehime.jp/
福井県南条郡,prefecture_city,福井県,18,fukui,ふくいけん,福井市,fukui-shi,http://www.pref.fukui.jp/
宮城県本吉郡,prefecture_city,宮城県,4,miyagi,みやぎけん,仙台市,sendai-shi,http://www.pref.miyagi.jp/
北海道沙流郡,prefecture_city,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
大分県速見郡,prefecture_city,大分県,44,oita,おおいたけん,大分市,oita-shi,http://www.pref.oita.jp/
滋賀県蒲生郡,prefecture_city,滋賀県,25,shiga,しがけん,大津市,otsu-shi,http://www.pref.shiga.lg.jp/
大阪府豊能郡,prefecture_city,大阪府,27,osaka,おおさかふ,大阪市,osaka-shi,http://www.pref.osaka.jp/
北海道白糠郡,prefecture_city,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
岐阜県大野郡,prefecture_city,岐阜県,21,gifu,ぎふけん,岐阜市,gifu-shi,http://www.pref.gifu.lg.jp/
北海道白老郡,prefecture_city,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
静岡県田方郡,prefecture_city,静岡県,22,shizuoka,しずおかけん,静岡市,shizuoka-shi,http://www.pref.shizuoka.jp/
北海道二海郡,prefecture_city,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
東京都八丈島,prefecture_city,東京都,13,tokyo,とうきょうと,新宿区,shinjuku-shi,http://www.metro.tokyo.jp/
茨城県結城郡,prefecture_city,茨城県,8,ibaraki,いばらきけん,水戸市,mito-shi,http://www.pref.ibaraki.jp/
島根県飯石郡,prefecture_city,島根県,32,shimane,しまねけん,松江市,matsue-shi,http://www.pref.shimane.lg.jp/
秋田県仙北郡,prefecture_city,秋田県,5,akita,あきたけん,秋田市,akita-shi,http://www.pref.akita.lg.jp/
福井県三方郡,prefecture_city,福井県,18,fukui,ふくいけん,福井市,fukui-shi,http://www.pref.fukui.jp/
宮城県遠田郡,prefecture_city,宮城県,4,miyagi,みやぎけん,仙台市,sendai-shi,http://www.pref.miyagi.jp/
熊本県下益城郡,prefecture_city,熊本県,43,kumamoto,くまもとけん,熊本市,kumamoto-shi,http://www.pref.kumamoto.jp/
大分県東国東郡,prefecture_city,大分県,44,oita,おおいたけん,大分市,oita-shi,http://www.pref.oita.jp/
熊本県八代郡,prefecture_city,熊本県,43,kumamoto,くまもとけん,熊本市,kumamoto-shi,http://www.pref.kumamoto.jp/
岩手県西磐井郡,prefecture_city,岩手県,3,iwate,いわてけん,盛岡市,morioka-shi,http://www.pref.iwate.jp/
北海道野付郡,prefecture_city,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
愛知県西春日井郡,prefecture_city,愛知県,23,aichi,あいちけん,名古屋市,nagoya-shi,http://www.pref.aichi.jp/
岐阜県本巣郡,prefecture_city,岐阜県,21,gifu,ぎふけん,岐阜市,gifu-shi,http://www.pref.gifu.lg.jp/
三重県桑名郡,prefecture_city,三重県,24,mie,みえけん,津市,tsu-shi,http://www.pref.mie.jp/
新潟県西蒲原郡,prefecture_city,新潟県,15,niiigata,にいがたけん,新潟市,niigata-shi,http://www.pref.niigata.lg.jp/
岡山県小田郡,prefecture_city,岡山県,33,okayama,おかやまけん,岡山市,okayama-shi,http://www.pref.okayama.jp/
佐賀県西松浦郡,prefecture_city,佐賀県,41,saga,さがけん,佐賀市,saga-shi,http://www.pref.saga.lg.jp/
鹿児島県姶良郡,prefecture_city,鹿児島県,46,kagoshima,かごしまけん,鹿児島市,kagoshima-shi,http://www.pref.kagoshima.jp/
山形県飽海郡,prefecture_city,山形県,6,yamagata,やまがたけん,山形市,yamagata-shi,http://www.pref.yamagata.jp/
北海道様似郡,prefecture_city,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
神奈川県三浦郡,prefecture_city,神奈川県,14,kanagawa,かながわけん,横浜市,yokohama-shi,http://www.pref.kanagawa.jp/
岐阜県養老郡,prefecture_city,岐阜県,21,gifu,ぎふけん,岐阜市,gifu-shi,http://www.pref.gifu.lg.jp/
北海道目梨郡,prefecture_city,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
北海道磯谷郡,prefecture_city,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
茨城県北相馬郡,prefecture_city,茨城県,8,ibaraki,いばらきけん,水戸市,mito-shi,http://www.pref.ibaraki.jp/
北海道利尻郡,prefecture_city,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
岡山県浅口郡,prefecture_city,岡山県,33,okayama,おかやまけん,岡山市,okayama-shi,http://www.pref.okayama.jp/
北海道礼文郡,prefecture_city,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
熊本県天草郡,prefecture_city,熊本県,43,kumamoto,くまもとけん,熊本市,kumamoto-shi,http://www.pref.kumamoto.jp/
岡山県和気郡,prefecture_city,岡山県,33,okayama,おかやまけん,岡山市,okayama-shi,http://www.pref.okayama.jp/
山口県玖珂郡,prefecture_city,山口県,35,yamaguchi,やまぐちけん,山口市,yamaguchi-shi,http://www.pref.yamaguchi.jp/
愛知県あま市,prefecture_city,愛知県,23,aichi,あいちけん,名古屋市,nagoya-shi,http://www.pref.aichi.jp/
愛知県みよし市,prefecture_city,愛知県,23,aichi,あいちけん,名古屋市,nagoya-shi,http://www.pref.aichi.jp/
愛知県愛西市,prefecture_city,愛知県,23,aichi,あいちけん,名古屋市,nagoya-shi,http://www.pref.aichi.jp/
愛知県安城市,prefecture_city,愛知県,23,aichi,あいちけん,名古屋市,nagoya-shi,http://www.pref.aichi.jp/
愛知県一宮市,prefecture_city,愛知県,23,aichi,あいちけん,名古屋市,nagoya-shi,http://www.pref.aichi.jp/
愛知県稲沢市,prefecture_city,愛知県,23,aichi,あいちけん,名古屋市,nagoya-shi,http://www.pref.aichi.jp/
愛知県岡崎市,prefecture_city,愛知県,23,aichi,あいちけん,名古屋市,nagoya-shi,http://www.pref.aichi.jp/
愛知県蒲郡市,prefecture_city,愛知県,23,aichi,あいちけん,名古屋市,nagoya-shi,http://www.pref.aichi.jp/
愛知県刈谷市,prefecture_city,愛知県,23,aichi,あいちけん,名古屋市,nagoya-shi,http://www.pref.aichi.jp/
愛知県岩倉市,prefecture_city,愛知県,23,aichi,あいちけん,名古屋市,nagoya-shi,http://www.pref.aichi.jp/
愛知県犬山市,prefecture_city,愛知県,23,aichi,あいちけん,名古屋市,nagoya-shi,http://www.pref.aichi.jp/
愛知県江南市,prefecture_city,愛知県,23,aichi,あいちけん,名古屋市,nagoya-shi,http://www.pref.aichi.jp/
愛知県高浜市,prefecture_city,愛知県,23,aichi,あいちけん,名古屋市,nagoya-shi,http://www.pref.aichi.jp/
愛知県春日井市,prefecture_city,愛知県,23,aichi,あいちけん,名古屋市,nagoya-shi,http://www.pref.aichi.jp/
愛知県小牧市,prefecture_city,愛知県,23,aichi,あいちけん,名古屋市,nagoya-shi,http://www.pref.aichi.jp/
愛知県常滑市,prefecture_city,愛知県,23,aichi,あいちけん,名古屋市,nagoya-shi,http://www.pref.aichi.jp/
愛知県新城市,prefecture_city,愛知県,23,aichi,あいちけん,名古屋市,nagoya-shi,http://www.pref.aichi.jp/
愛知県瀬戸市,prefecture_city,愛知県,23,aichi,あいちけん,名古屋市,nagoya-shi,http://www.pref.aichi.jp/
愛知県清須市,prefecture_city,愛知県,23,aichi,あいちけん,名古屋市,nagoya-shi,http://www.pref.aichi.jp/
愛知県西尾市,prefecture_city,愛知県,23,aichi,あいちけん,名古屋市,nagoya-shi,http://www.pref.aichi.jp/
